College ,Rating,Course,Duration,City,State,Country,Average Fees,Acceptance Rate
Indira Gandhi Institute of Technology,3.86, M.Sc Applied Physics,2 Years,Khalapal,Odisha,India,161636.3636,67.79%
Indian Institute of Technology Indore ,3.34, M.Sc Astronomy,2 Years,Simrol,Madhya Pradesh,India,326473.6842,71.88%
Indian Institute of Technology Bhubaneswar ,3.48, M.Sc Atmosphere and Ocean Sciences,2 Years,Bhubaneshwar,Odisha,India,518128.2353,64.32%
Adamas University,3.03, M.Sc Biochemistry,2 Years,Kolkata,West Bengal,India,332156.25,81.45%
Adamas University,3.03, M.Sc Biochemistry Integrated,2 Years,Kolkata,West Bengal,India,332156.25,64.93%
Acharya Institute of Technology,2.79, M.Sc Biotechnology,2 Years,Bengaluru,Karnataka,India,238454.5455,70.41%
Adamas University,3.03, M.Sc Biotechnology,2 Years,Kolkata,West Bengal,India,332156.25,56.73%
Indian Institute of Technology Indore ,3.34, M.Sc Biotechnology,2 Years,Simrol,Madhya Pradesh,India,326473.6842,87.98%
Adamas University,3.03, M.Sc Botany,2 Years,Kolkata,West Bengal,India,332156.25,73.91%
Adamas University,3.03, M.Sc Botany Integrated,2 Years,Kolkata,West Bengal,India,332156.25,78.74%
Acharya Institute of Technology,2.79, M.Sc by Research Business Administration,2 Years,Bengaluru,Karnataka,India,238454.5455,70.44%
Acharya Institute of Technology,2.79, M.Sc by Research Chemistry,2 Years,Bengaluru,Karnataka,India,238454.5455,48.41%
Acharya Institute of Technology,2.79, M.Sc by Research Computer Applications,2 Years,Bengaluru,Karnataka,India,238454.5455,82.16%
Acharya Institute of Technology,2.79, M.Sc by Research Mathematics,2 Years,Bengaluru,Karnataka,India,238454.5455,86.87%
Acharya Institute of Technology,2.79, M.Sc by Research Physics,2 Years,Bengaluru,Karnataka,India,238454.5455,83.93%
Adamas University,3.03, M.Sc Chemistry,2 Years,Kolkata,West Bengal,India,332156.25,71.55%
Indian Institute of Technology Palakkad ,3.06, M.Sc Chemistry,2 Years,Palakkad,Kerala,India,825000,55.21%
Indian Institute of Technology Patna ,3.24, M.Sc Chemistry,2 Years,Patna,Bihar,India,322481.6667,63.54%
Indian Institute of Technology Indore ,3.34, M.Sc Chemistry,2 Years,Simrol,Madhya Pradesh,India,326473.6842,77.30%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Sc Chemistry,2 Years,Dhanbad,Jharkhand,India,265595.7447,58.92%
Indian Institute of Technology Ropar ,3.43, M.Sc Chemistry,2 Years,Rupnagar,Punjab,India,358525.4545,54.52%
Indian Institute of Technology Guwahati ,3.45, M.Sc Chemistry,2 Years,Guwahati,Assam,India,254171.9512,57.19%
Indian Institute of Technology Bhubaneswar ,3.48, M.Sc Chemistry,2 Years,Bhubaneshwar,Odisha,India,518128.2353,60.88%
Abhilashi University,3.73, M.Sc Chemistry,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,87.48%
Indian Institute of Technology Gandhinagar ,3.78, M.Sc Chemistry,2 Years,Gandhinagar,Gujarat,India,432568,87.70%
Indian Institute of Technology Hyderabad ,3.96, M.Sc Chemistry,2 Years,Hyderabad,Telangana,India,288884.5946,77.22%
Indian Institute of Technology Mandi ,3.97, M.Sc Chemistry,2 Years,Suran,Himachal Pradesh,India,353350,80.23%
Indian Institute of Technology Jodhpur ,4.36, M.Sc Chemistry,2 Years,Jodhpur,Rajasthan,India,503615.3846,81.62%
Adamas University,3.03, M.Sc Chemistry Integrated,2 Years,Kolkata,West Bengal,India,332156.25,85.58%
Indian Institute of Technology Gandhinagar ,3.78, M.Sc Cognitive Science,2 Years,Gandhinagar,Gujarat,India,432569,72.59%
Indian Maritime University,3.45, M.Sc Commercial Shipping and Logistics,2 Years,Chennai,Tamil Nadu,India,597763.1579,60.42%
Indira Gandhi National Open University,3.88, M.Sc Counselling and Family Therapy,2 Years,New Delhi,Delhi,India,57191.80328,77.28%
Indira Gandhi National Open University,3.88, M.Sc Dietetics and Food Services Management,2 Years,New Delhi,Delhi,India,57191.80328,85.80%
Adamas University,3.03, M.Sc Economics,2 Years,Kolkata,West Bengal,India,332156.25,74.41%
Adichunchanagiri Institute of Technology,2.93, M.Sc Engineering by Research Chemistry,,Chikmagalur Rural,Karnataka,India,179500,
Adichunchanagiri Institute of Technology,2.93, M.Sc Engineering by Research Civil Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Acharya Institute of Technology,2.79, M.Sc Engineering by Research Computer Science and Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,69.77%
Adichunchanagiri Institute of Technology,2.93, M.Sc Engineering by Research Computer Science and Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Acharya Institute of Technology,2.79, M.Sc Engineering by Research Electrical and Electronics Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,58.77%
Adichunchanagiri Institute of Technology,2.93, M.Sc Engineering by Research Electrical and Electronics Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Acharya Institute of Technology,2.79, M.Sc Engineering by Research Electronics and Communication Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,66.70%
Adichunchanagiri Institute of Technology,2.93, M.Sc Engineering by Research Electronics and Communication Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Acharya Institute of Technology,2.79, M.Sc Engineering by Research Information Science and Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,54.78%
Adichunchanagiri Institute of Technology,2.93, M.Sc Engineering by Research Mathematics,,Chikmagalur Rural,Karnataka,India,179500,
Acharya Institute of Technology,2.79, M.Sc Engineering by Research Mechanical Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,71.15%
Adichunchanagiri Institute of Technology,2.93, M.Sc Engineering by Research Mechanical Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Adichunchanagiri Institute of Technology,2.93, M.Sc Engineering by Research Physics,,Chikmagalur Rural,Karnataka,India,179500,
Acharya NG Ranga Agricultural University,3.62, M.Sc Entomology,2 Years,Guntur,Andhra Pradesh,India,66596,86.20%
Acharya NG Ranga Agricultural University,3.62, M.Sc Entomology,2 Years,Guntur,Andhra Pradesh,India,66596,77.19%
Abhilashi University,3.73, M.Sc Entomology,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,85.26%
Adamas University,3.03, M.Sc Environmental Science,2 Years,Kolkata,West Bengal,India,332156.25,54.79%
Acharya NG Ranga Agricultural University,3.62, M.Sc Environmental Science,2 Years,Guntur,Andhra Pradesh,India,66596,65.33%
Acharya NG Ranga Agricultural University,3.62, M.Sc Extension Education,2 Years,Guntur,Andhra Pradesh,India,66596,48.98%
Acharya NG Ranga Agricultural University,3.62, M.Sc Family Resources Management,2 Years,Guntur,Andhra Pradesh,India,66596,84.50%
Acharya NG Ranga Agricultural University,3.62, M.Sc Foods and Nutrition,2 Years,Guntur,Andhra Pradesh,India,66596,56.99%
Acharya NG Ranga Agricultural University,3.62, M.Sc Genetics and Plant Breeding,2 Years,Guntur,Andhra Pradesh,India,66596,77.99%
Acharya NG Ranga Agricultural University,3.62, M.Sc Genetics and Plant Breeding,2 Years,Guntur,Andhra Pradesh,India,66596,86.88%
Acharya NG Ranga Agricultural University,3.62, M.Sc Genetics and Plant Breeding,2 Years,Guntur,Andhra Pradesh,India,66596,71.64%
Adamas University,3.03, M.Sc Geography,2 Years,Kolkata,West Bengal,India,332156.25,88.56%
Adamas University,3.03, M.Sc Geography and Geoinformatics Integrated,2 Years,Kolkata,West Bengal,India,332156.25,66.39%
Indian Institute of Technology Bhubaneswar ,3.48, M.Sc Geology,2 Years,Bhubaneshwar,Odisha,India,518128.2353,86.60%
Acharya NG Ranga Agricultural University,3.62, M.Sc Home Science Extension and Communication Management,2 Years,Guntur,Andhra Pradesh,India,66596,87.48%
Acharya NG Ranga Agricultural University,3.62, M.Sc Horticulture,2 Years,Guntur,Andhra Pradesh,India,66596,52.70%
Indira Gandhi National Open University,3.88, M.Sc Hospitality Administration,2 Years,New Delhi,Delhi,India,57191.80328,50.17%
Indira Gandhi National Open University,3.88, M.Sc Hospitality Administration,2 Years,New Delhi,Delhi,India,57191.80328,85.47%
Indira Gandhi National Open University,3.88, M.Sc Hospitality Administration,2 Years,New Delhi,Delhi,India,57191.80328,55.14%
Indira Gandhi National Open University,3.88, M.Sc Hospitality and Hotel Administration,2 Years,New Delhi,Delhi,India,57191.80328,67.78%
Acharya NG Ranga Agricultural University,3.62, M.Sc Human Development and Family Studies,2 Years,Guntur,Andhra Pradesh,India,66596,87.94%
Academy of Maritime Education and Training,2.53, M.Sc Marine Biotechnology,2 Years,Kanathur Reddikuppam,Tamil Nadu,India,600000,59.26%
Indian Maritime University,3.45, M.Sc Marine Engineering,2 Years,Chennai,Tamil Nadu,India,597763.1579,81.81%
Indian Maritime University,3.45, M.Sc Marine Engineering,2 Years,Chennai,Tamil Nadu,India,597763.1579,54.71%
Indian Institute of Technology Patna ,3.24, M.Sc Mathematics,2 Years,Patna,Bihar,India,322481.6667,79.39%
Indian Institute of Technology Indore ,3.34, M.Sc Mathematics,2 Years,Simrol,Madhya Pradesh,India,326473.6842,59.04%
Indian Institute of Technology Ropar ,3.43, M.Sc Mathematics,2 Years,Rupnagar,Punjab,India,358525.4545,87.07%
Indian Institute of Technology Bhubaneswar ,3.48, M.Sc Mathematics,2 Years,Bhubaneshwar,Odisha,India,518128.2353,69.05%
Abhilashi University,3.73, M.Sc Mathematics,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,62.03%
Indian Institute of Technology Gandhinagar ,3.78, M.Sc Mathematics,2 Years,Gandhinagar,Gujarat,India,432570,55.22%
Indian Institute of Technology Hyderabad ,3.96, M.Sc Mathematics,2 Years,Hyderabad,Telangana,India,288884.5946,59.16%
Indian Institute of Technology Jodhpur ,4.36, M.Sc Mathematics,2 Years,Jodhpur,Rajasthan,India,503615.3846,60.31%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Sc Mathematics and Computing,2 Years,Dhanbad,Jharkhand,India,265595.7447,80.87%
Indian Institute of Technology Guwahati ,3.45, M.Sc Mathematics and Computing,2 Years,Guwahati,Assam,India,254171.9512,88.56%
Adamas University,3.03, M.Sc Mathematics and Computing Integrated,2 Years,Kolkata,West Bengal,India,332156.25,69.74%
Indian Institute of Technology Tirupati ,2.48, M.Sc Mathematics and Statistics,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,66.41%
Indira Gandhi National Open University,3.88, M.Sc Mathematics with Computer Science,2 Years,New Delhi,Delhi,India,57191.80328,88.38%
Adamas University,3.03, M.Sc Microbiology,2 Years,Kolkata,West Bengal,India,332156.25,70.83%
Adamas University,3.03, M.Sc Microbiology Integrated,2 Years,Kolkata,West Bengal,India,332156.25,77.53%
Acharya NG Ranga Agricultural University,3.62, M.Sc Molecular Biology and Biotechnology,2 Years,Guntur,Andhra Pradesh,India,66596,69.48%
Adamas University,3.03, M.Sc Physics,2 Years,Kolkata,West Bengal,India,332156.25,59.30%
Indian Institute of Technology Palakkad ,3.06, M.Sc Physics,2 Years,Palakkad,Kerala,India,825000,46.53%
Indian Institute of Technology Patna ,3.24, M.Sc Physics,2 Years,Patna,Bihar,India,322481.6667,54.37%
Indian Institute of Technology Indore ,3.34, M.Sc Physics,2 Years,Simrol,Madhya Pradesh,India,326473.6842,81.47%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Sc Physics,2 Years,Dhanbad,Jharkhand,India,265595.7447,72.73%
Indian Institute of Technology Ropar ,3.43, M.Sc Physics,2 Years,Rupnagar,Punjab,India,358525.4545,62.49%
Indian Institute of Technology Guwahati ,3.45, M.Sc Physics,2 Years,Guwahati,Assam,India,254171.9512,46.21%
Indian Institute of Technology Bhubaneswar ,3.48, M.Sc Physics,2 Years,Bhubaneshwar,Odisha,India,518128.2353,85.18%
Indian Institute of Technology Gandhinagar ,3.78, M.Sc Physics,2 Years,Gandhinagar,Gujarat,India,432571,70.98%
Indian Institute of Technology Hyderabad ,3.96, M.Sc Physics,2 Years,Hyderabad,Telangana,India,288884.5946,83.48%
Indian Institute of Technology Mandi ,3.97, M.Sc Physics,2 Years,Suran,Himachal Pradesh,India,353350,57.45%
Indian Institute of Technology Jodhpur ,4.36, M.Sc Physics,2 Years,Jodhpur,Rajasthan,India,503615.3846,55.97%
Adamas University,3.03, M.Sc Physics Integrated,2 Years,Kolkata,West Bengal,India,332156.25,88.50%
Acharya NG Ranga Agricultural University,3.62, M.Sc Plant Pathology,2 Years,Guntur,Andhra Pradesh,India,66596,73.08%
Abhilashi University,3.73, M.Sc Plant Pathology,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,71.56%
Acharya NG Ranga Agricultural University,3.62, M.Sc Plant Physiology,2 Years,Guntur,Andhra Pradesh,India,66596,59.06%
Adamas University,3.03, M.Sc Quantitative Finance,2 Years,Kolkata,West Bengal,India,332156.25,86.02%
Acharya NG Ranga Agricultural University,3.62, M.Sc Seed Science and Technology,2 Years,Guntur,Andhra Pradesh,India,66596,79.02%
Acharya NG Ranga Agricultural University,3.62, M.Sc Soil Science,2 Years,Guntur,Andhra Pradesh,India,66596,45.92%
Acharya NG Ranga Agricultural University,3.62, M.Sc Soil Science and Agricultural Chemistry,2 Years,Guntur,Andhra Pradesh,India,66596,59.49%
Acharya NG Ranga Agricultural University,3.62, M.Sc Statistics and Mathematics,2 Years,Guntur,Andhra Pradesh,India,66596,63.06%
Adamas University,3.03, M.Sc Tech Applied Chemistry and Material science,2 Years,Kolkata,West Bengal,India,332156.25,55.42%
Adamas University,3.03, M.Sc Tech Applied Electronics and Biomedical Instrumentation,2 Years,Kolkata,West Bengal,India,332156.25,74.95%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Sc Tech Applied Geology,2 Years,Dhanbad,Jharkhand,India,265595.7447,84.66%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Sc Tech Applied Geophysics,2 Years,Dhanbad,Jharkhand,India,265595.7447,77.65%
Adamas University,3.03, M.Sc Tech Statistics and Data Science,2 Years,Kolkata,West Bengal,India,332156.25,52.53%
Abhilashi University,3.73, M.Sc Zoology,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,84.42%
Indian Institute of Technology Jodhpur ,4.36, M.Tech Advanced Manufacturing and Design,2 Years,Jodhpur,Rajasthan,India,503615.3846,77.38%
Aadishwar College of Technology,3.15, M.Tech Advanced Manufacturing Systems,2 Years,Bhoyan Rathod,Gujarat,India,263500,45.01%
Indian Institute of Technology Guwahati ,3.45, M.Tech Aerodynamics and Propulsion,2 Years,Guwahati,Assam,India,254171.9512,76.50%
Acharya NG Ranga Agricultural University,3.62, M.Tech Agricultural Process and Food Engineering,2 Years,Guntur,Andhra Pradesh,India,66596,67.63%
Acharya NG Ranga Agricultural University,3.62, M.Tech Agricultural Process and Food Engineering,2 Years,Guntur,Andhra Pradesh,India,66596,88.75%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, M.Tech Alloy Technology,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,82.24%
Indian Institute of Technology Guwahati ,3.45, M.Tech and Ph.D Computer Science and Engineering,2 Years,Guwahati,Assam,India,254171.9512,83.50%
Indian Institute of Technology Guwahati ,3.45, M.Tech and Ph.D Electronics and Electrical Engineering,2 Years,Guwahati,Assam,India,254171.9512,62.54%
Academy of Scientific and Innovative Research Chennai ,2.51, M.Tech and Ph.D Engineering Integrated,2 Years,Chennai,Tamil Nadu,India,325500,73.05%
Adithya Institute of Technology,3.35, M.Tech Applied Electronics,,Kurumbapalayam,Tamil Nadu,India,145714.2857,
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Tech Applied Geology Integrated,2 Years,Dhanbad,Jharkhand,India,265595.7447,58.14%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Tech Applied Geophysics Integrated,2 Years,Dhanbad,Jharkhand,India,265595.7447,80.06%
Indira Gandhi Delhi Technical University for Women,2.81, M.Tech Artificial Intelligence,2 Years,New Delhi,Delhi,India,325363.6364,87.23%
Indian Institute of Technology Ropar ,3.43, M.Tech Artificial Intelligence,2 Years,Rupnagar,Punjab,India,358525.4545,58.18%
Indian Institute of Technology Jodhpur ,4.36, M.Tech Artificial Intelligence,2 Years,Jodhpur,Rajasthan,India,503615.3846,86.95%
Indian Institute of Technology Hyderabad ,3.96, M.Tech Artificial Intelligence and Machine Learning,2 Years,Hyderabad,Telangana,India,288884.5946,69.62%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, M.Tech Biochemical Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,73.80%
Indian Institute of Technology Ropar ,3.43, M.Tech Biomedical Engineering,2 Years,Rupnagar,Punjab,India,358525.4545,79.04%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, M.Tech Biomedical Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,53.63%
Indian Institute of Technology Hyderabad ,3.96, M.Tech Biomedical Engineering,2 Years,Hyderabad,Telangana,India,288884.5946,80.32%
Indian Institute of Technology Jodhpur ,4.36, M.Tech Bioscience and Bioengineering,2 Years,Jodhpur,Rajasthan,India,503615.3846,84.94%
Indian Institute of Technology Guwahati ,3.45, M.Tech Biotechnology,2 Years,Guwahati,Assam,India,254171.9512,87.50%
Indian Institute of Technology Mandi ,3.97, M.Tech Biotechnology,2 Years,Suran,Himachal Pradesh,India,353350,84.19%
Acharya Institute of Technology,2.79, M.Tech Biotechnology Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,63.58%
A1 Global Institute of Engineering and Technology,3.21, M.Tech CAD CAM,2 Years,Markapur Rural,Andhra Pradesh,India,113545.4545,45.34%
AD Patel Institute of Technology,3.96, M.Tech CAD CAM,2 Years,Vitthal Udyognagar INA,Gujarat,India,384727.2727,54.54%
Aditya College of Engineering and Technology,3.96, M.Tech CAD CAM,,Surampalem,Andhra Pradesh,India,139500,
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, M.Tech Ceramic Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,53.39%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Tech Chemical Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,59.93%
Indian Institute of Technology Ropar ,3.43, M.Tech Chemical Engineering,2 Years,Rupnagar,Punjab,India,358525.4545,56.00%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, M.Tech Chemical Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,51.55%
Indian Institute of Technology Gandhinagar ,3.78, M.Tech Chemical Engineering,2 Years,Gandhinagar,Gujarat,India,432550,71.04%
Indian Institute of Technology Hyderabad ,3.96, M.Tech Chemical Engineering,2 Years,Hyderabad,Telangana,India,288884.5946,60.93%
Indian Institute of Technology Patna ,3.24, M.Tech Civil and Infrastructure Engineering,2 Years,Patna,Bihar,India,322481.6667,76.65%
Abhilashi University,3.73, M.Tech Civil Engineering,2 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,88.07%
Indian Institute of Technology Gandhinagar ,3.78, M.Tech Civil Engineering,2 Years,Gandhinagar,Gujarat,India,432550,83.06%
Indian Institute of Technology Tirupati ,2.48, M.Tech Civil Engineering Environmental and Water Resources Engineering,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,59.06%
Indian Institute of Technology Tirupati ,2.48, M.Tech Civil Engineering Structural Engineering,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,54.99%
Indian Institute of Technology Tirupati ,2.48, M.Tech Civil Engineering Transportation and Infrastructure Engineering,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,77.92%
Indian Institute of Technology Hyderabad ,3.96, M.Tech Climate Change,2 Years,Hyderabad,Telangana,India,288884.5946,48.51%
Indian Institute of Technology Bhubaneswar ,3.48, M.Tech Climate Science and Technology,2 Years,Bhubaneshwar,Odisha,India,518128.2353,75.07%
Indian Institute of Technology Indore ,3.34, M.Tech Communication and Signal Processing,2 Years,Simrol,Madhya Pradesh,India,326473.6842,55.75%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Tech Communication and Signal Processing,2 Years,Dhanbad,Jharkhand,India,265595.7447,58.58%
Indian Institute of Technology Ropar ,3.43, M.Tech Communication and Signal Processing,2 Years,Rupnagar,Punjab,India,358525.4545,86.91%
Indira Gandhi Institute of Engineering and Technology,3.17, M.Tech Communication Engineering,2 Years,Ernakulam,Kerala,India,230000,50.75%
Indian Institute of Technology Guwahati ,3.45, M.Tech Communication Engineering,2 Years,Guwahati,Assam,India,254171.9512,69.31%
Adi Shankara Institute of Engineering and Technology,3.65, M.Tech Communication Engineering,,Kalady,Kerala,India,279000,
Aadishwar College of Technology,3.15, M.Tech Communication System Engineering,2 Years,Bhoyan Rathod,Gujarat,India,263500,47.77%
Indian Institute of Technology Patna ,3.24, M.Tech Communication System Engineering,2 Years,Patna,Bihar,India,322481.6667,83.62%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, M.Tech Communication System Engineering,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,79.05%
Indian Institute of Technology Hyderabad ,3.96, M.Tech Communications and Signal Processing,2 Years,Hyderabad,Telangana,India,288884.5946,56.36%
Indian Institute of Technology Mandi ,3.97, M.Tech Communications and Signal Processing,2 Years,Suran,Himachal Pradesh,India,353350,45.74%
Indian Institute of Technology Guwahati ,3.45, M.Tech Computational Mechanics,2 Years,Guwahati,Assam,India,254171.9512,61.09%
A1 Global Institute of Engineering and Technology,3.21, M.Tech Computer Aided Structural Engineering,2 Years,Markapur Rural,Andhra Pradesh,India,113545.4545,61.70%
Acharya Institute of Technology,2.79, M.Tech Computer Networking Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,57.21%
Indian Statistical Institute Kolkata ,3.72, M.Tech Computer Science,2 Years,Kolkata,West Bengal,India,2400000,66.32%
Indian Institute of Technology Tirupati ,2.48, M.Tech Computer Science and Engineering,2 Years,Tirupati,Andhra Pradesh,India,304338.2353,86.56%
Aditya Institute of Technology and Management,2.49, M.Tech Computer Science and Engineering,,K Kotturu,Andhra Pradesh,India,159875,
ABSS Institute of Technology,2.57, M.Tech Computer Science and Engineering,2 Years,Meerut,Uttar Pradesh,India,210692.3077,85.57%
Acharya Institute of Technology,2.79, M.Tech Computer Science and Engineering,2 Years,Bengaluru,Karnataka,India,238454.5455,88.60%
ADINA Institute of Science and Technology,2.87, M.Tech Computer Science and Engineering,,Lahdara,Madhya Pradesh,India,150000,
Adichunchanagiri Institute of Technology,2.93, M.Tech Computer Science and Engineering,,Chikmagalur Rural,Karnataka,India,179500,
Aditya College of Technology and Science,3.02, M.Tech Computer Science and Engineering,,Satna,Madhya Pradesh,India,155413.3333,
Abha Gaikwad-Patil College of Engineering,3.03, M.Tech Computer Science and Engineering,2 Years,Nagpur,Maharashtra,India,261666.6667,48.02%
Adamas University,3.03, M.Tech Computer Science and Engineering,2 Years,Kolkata,West Bengal,India,332156.25,86.10%
Aditya College of Engineering,3.05, M.Tech Computer Science and Engineering,,Surampalem,Andhra Pradesh,India,150500,
Aditya Engineering College,3.12, M.Tech Computer Science and Engineering,,Surampalem,Andhra Pradesh,India,163440,
Indira Gandhi Institute of Engineering and Technology,3.17, M.Tech Computer Science and Engineering,2 Years,Ernakulam,Kerala,India,230000,56.51%
A1 Global Institute of Engineering and Technology,3.21, M.Tech Computer Science and Engineering,2 Years,Markapur Rural,Andhra Pradesh,India,113545.4545,88.97%
Abhinav Hi-Tech College of Engineering,3.24, M.Tech Computer Science and Engineering,2 Years,Hyderabad,Telangana,India,125153.8462,71.97%
Indian Institute of Technology Patna ,3.24, M.Tech Computer Science and Engineering,2 Years,Patna,Bihar,India,322481.6667,67.87%
Aarushi Group of Institutions,3.28, M.Tech Computer Science and Engineering,2 Years,Warangal,Telangana,India,234642.8571,60.11%
Adithya Institute of Technology,3.35, M.Tech Computer Science and Engineering,,Kurumbapalayam,Tamil Nadu,India,145714.2857,
Adesh Institute of Engineering and Technology,3.38, M.Tech Computer Science and Engineering,2 Years,Faridkot,Punjab,India,227666.6667,50.05%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Tech Computer Science and Engineering,2 Years,Dhanbad,Jharkhand,India,265595.7447,83.94%
Indian Institute of Technology Ropar ,3.43, M.Tech Computer Science and Engineering,2 Years,Rupnagar,Punjab,India,358525.4545,70.72%
Adarsha College of Engineering,3.45, M.Tech Computer Science and Engineering,2 Years,Angul,Odisha,India,132750,51.72%
Abdulkalam Institute of Technological Sciences,3.48, M.Tech Computer Science and Engineering,2 Years,Khammam,Telangana,India,118642.8571,80.02%
Abdulkalam Institute of Technological Sciences,3.48, M.Tech Computer Science and Engineering,2 Years,Khammam,Telangana,India,118642.8571,62.34%
Indian Institute of Technology Bhilai ,3.49, M.Tech Computer Science and Engineering,2 Years,Bhilai,Chhattisgarh,India,465500,82.77%
ABES Engineering College,3.52, M.Tech Computer Science and Engineering,2 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,69.16%
ABES Engineering College,3.52, M.Tech Computer Science and Engineering,2 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,86.88%
Acropolis Institute of Technology and Research,3.58, M.Tech Computer Science and Engineering,2 Years,Bhopal,Madhya Pradesh,India,215571.4286,78.98%
Adi Shankara Institute of Engineering and Technology,3.65, M.Tech Computer Science and Engineering,,Kalady,Kerala,India,279000,
Indian Institute of Technology Goa ,3.73, M.Tech Computer Science and Engineering,2 Years,Ponda,Goa,India,501474.2857,68.77%
Indian Institute of Technology Gandhinagar ,3.78, M.Tech Computer Science and Engineering,2 Years,Gandhinagar,Gujarat,India,432550,52.23%
Aditya College of Engineering and Technology,3.96, M.Tech Computer Science and Engineering,,Surampalem,Andhra Pradesh,India,139500,
Indian Institute of Technology Jodhpur ,4.36, M.Tech Computer Science and Engineering,2 Years,Jodhpur,Rajasthan,India,503615.3846,75.21%
Aarushi Group of Institutions,3.28, M.Tech Computer Science and Engineering II Shift,2 Years,Warangal,Telangana,India,234642.8571,57.86%
Indian Institute of Technology Jammu ,3.81, M.Tech Computer Science and Engineering with Specialization in Data Science,2 Years,Jammu,Jammu and Kashmir,India,612000,79.86%
Indian Institute of Technology Jammu ,3.81, M.Tech Computer Science and Engineering with Specialization in Information Security,2 Years,Jammu,Jammu and Kashmir,India,612000,49.40%
Acropolis Institute of Technology and Research,3.31, M.Tech Computer Science Engineering,2 Years,Indore,Madhya Pradesh,India,205166.6667,88.10%
Indian Institute of Technology Guwahati ,3.45, M.Tech Computer Science Engineering,2 Years,Guwahati,Assam,India,254171.9512,72.09%
Indian Institute of Technology Bhubaneswar ,3.48, M.Tech Computer Science Engineering,2 Years,Bhubaneshwar,Odisha,India,518128.2353,75.90%
Adamas University,3.03, M.Tech Construction Engineering and Management,2 Years,Kolkata,West Bengal,India,332156.25,54.61%
Acropolis Institute of Technology and Research,3.58, M.Tech Construction Technology and Management,2 Years,Bhopal,Madhya Pradesh,India,215571.4286,83.09%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, M.Tech Control Systems,2 Years,Varanasi,Uttar Pradesh,India,445083.0189,79.04%
Indian Statistical Institute Kolkata ,3.72, M.Tech Cryptology and Security,2 Years,Kolkata,West Bengal,India,2400000,64.59%
Acharya Institute of Technology,2.79, M.Tech Cyber Forensics and Information Security,2 Years,Bengaluru,Karnataka,India,238454.5455,87.22%
Indian Institute of Technology Jodhpur ,4.36, M.Tech Cyber Physical Systems,2 Years,Jodhpur,Rajasthan,India,503615.3846,60.42%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, M.Tech Data Analytics,2 Years,Dhanbad,Jharkhand,India,265595.7447,69.17%
